SIGNAL,CEC,SYSTEM,SCENE,LISTENER,PROMPT,NWORDS,HITS,CORRECT,RESPONSE,SEVERITY
CEC1_E001_S08967_L0229,CEC1,CEC1E001,S08967,L0229,dad sat back looking pleased with himself,7,3,42.8571428571429,pleased with himself,Mild
CEC1_E001_S08967_L0235,CEC1,CEC1E001,S08967,L0235,dad sat back looking pleased with himself,7,1,14.2857142857143,don't step back,Mild
CEC1_E001_S08969_L0241,CEC1,CEC1E001,S08969,L0241,what kind of house do you want,7,6,85.7142857142857,what kind of do you want,Moderate
CEC1_E001_S08971_L0202,CEC1,CEC1E001,S08971,L0202,how did you pass the lower guard,7,6,85.7142857142857,how did you pass the lower bus,Moderate
CEC1_E001_S08973_L0201,CEC1,CEC1E001,S08973,L0201,can either of you see any landmark you know,9,0,0,#,Mild
CEC1_E001_S08974_L0209,CEC1,CEC1E001,S08974,L0209,the basic branching rule is very simple,7,5,71.4285714285714,the rule is very simple,Moderate
CEC1_E001_S08977_L0243,CEC1,CEC1E001,S08977,L0243,it is something else i cannot understand,7,1,14.2857142857143,is it something ,Mild
CEC1_E001_S08979_L0212,CEC1,CEC1E001,S08979,L0212,i remember the teacher who hit me with a stick,10,10,100,i remember the teacher who hit me with a stick,Moderate
CEC1_E001_S08980_L0242,CEC1,CEC1E001,S08980,L0242,eloquence alone was sufficient to defeat the motion,8,2,25,i see sufficient defeat,Moderately severe
CEC1_E001_S08983_L0227,CEC1,CEC1E001,S08983,L0227,how did they make the stuff hold all that water,10,0,0,what you do,Moderate
CEC1_E001_S08983_L0241,CEC1,CEC1E001,S08983,L0241,how did they make the stuff hold all that water,10,0,0,#,Moderate
CEC1_E001_S08993_L0200,CEC1,CEC1E001,S08993,L0200,she forced her voice down an octave,7,0,0,#,Moderate
CEC1_E001_S08993_L0240,CEC1,CEC1E001,S08993,L0240,she forced her voice down an octave,7,1,14.2857142857143,she voiced over ,Mild
CEC1_E001_S08998_L0224,CEC1,CEC1E001,S08998,L0224,could he get leave for this dance,7,1,14.2857142857143,did you get,Moderate
CEC1_E001_S08999_L0208,CEC1,CEC1E001,S08999,L0208,staff are underpaid and know next to nothing about wine,10,0,0,start right,Moderate
CEC1_E001_S09004_L0235,CEC1,CEC1E001,S09004,L0235,as for coming out you are very wary,8,7,87.5,as for coming out we are very wary,Mild
CEC1_E001_S09004_L0241,CEC1,CEC1E001,S09004,L0241,as for coming out you are very wary,8,5,62.5,after coming out you are very weary,Moderate
CEC1_E001_S09006_L0209,CEC1,CEC1E001,S09006,L0209,and then for an instant time reversed,7,4,57.1428571428571,and then for instant,Moderate
CEC1_E001_S09009_L0222,CEC1,CEC1E001,S09009,L0222,needless to say some did survive and prosper,8,0,0,#,Moderate
CEC1_E001_S09011_L0208,CEC1,CEC1E001,S09011,L0208,it's a gun he said bending to pick it up,10,9,90,it's a gun she said bending to pick it up,Moderate
CEC1_E001_S09011_L0209,CEC1,CEC1E001,S09011,L0209,it's a gun he said bending to pick it up,10,10,100,it's a gun he said bending to pick it up,Moderate
CEC1_E001_S09013_L0235,CEC1,CEC1E001,S09013,L0235,car one i repeat car one has been hit,9,9,100,car one i repeat car one has been hit,Mild
CEC1_E001_S09018_L0215,CEC1,CEC1E001,S09018,L0215,i've had them make up a bed for you,9,8,88.8888888888889,i had them make up a bed for you,Moderate
CEC1_E001_S09021_L0200,CEC1,CEC1E001,S09021,L0200,water must be soft and very clear,7,0,0,#,Moderate
CEC1_E001_S09021_L0240,CEC1,CEC1E001,S09021,L0240,water must be soft and very clear,7,0,0,when,Mild
CEC1_E001_S09025_L0224,CEC1,CEC1E001,S09025,L0224,that may begin to teach you your proper place,9,3,33.3333333333333,that may begin,Moderate
CEC1_E001_S09026_L0208,CEC1,CEC1E001,S09026,L0208,why would i want to hurt her,7,6,85.7142857142857,why would i want to hurt,Moderate
CEC1_E001_S09029_L0209,CEC1,CEC1E001,S09029,L0209,who am i to argue with the bard,8,0,0,you're to have it as a back up,Moderate
CEC1_E001_S09030_L0243,CEC1,CEC1E001,S09030,L0243,still she was on her own and not very brave,10,0,0,#,Mild
CEC1_E001_S09034_L0202,CEC1,CEC1E001,S09034,L0202,the perimeter path was beside the coal mountain,8,0,0,# [headphone error],Moderate
CEC1_E001_S09039_L0224,CEC1,CEC1E001,S09039,L0224,so the last day was going to be a test,10,0,0,#,Moderate
CEC1_E001_S09040_L0231,CEC1,CEC1E001,S09040,L0231,finally he found another field where he could hide,9,0,0,#,Mild
CEC1_E001_S09047_L0224,CEC1,CEC1E001,S09047,L0224,we communicate with other people throughout our lives,8,6,75,with other people throughout our lives,Moderate
CEC1_E001_S09049_L0222,CEC1,CEC1E001,S09049,L0222,most of us value a good listener,7,0,0,#,Moderate
CEC1_E001_S09051_L0217,CEC1,CEC1E001,S09051,L0217,there isn't much scope for skill here,7,5,71.4285714285714,there isn't much scope to here,Moderate
CEC1_E001_S09052_L0231,CEC1,CEC1E001,S09052,L0231,she had summed up his immediate task in a nutshell,10,10,100,she had summed up his immediate task in a nutshell ,Mild
CEC1_E001_S09061_L0243,CEC1,CEC1E001,S09061,L0243,i didn't expect anything in return for them,8,8,100,i didn't expect anything in return for them ,Mild
CEC1_E001_S09065_L0222,CEC1,CEC1E001,S09065,L0222,indeed the longer you kept them the better they became,10,0,0,#,Moderate
CEC1_E001_S09067_L0201,CEC1,CEC1E001,S09067,L0201,the argument cannot be stopped at this simple point however,10,0,0,not a word,Mild
CEC1_E001_S09069_L0217,CEC1,CEC1E001,S09069,L0217,he didn't want to play the game part time,9,3,33.3333333333333,he didn't want,Moderate
CEC1_E001_S09070_L0222,CEC1,CEC1E001,S09070,L0222,i love you better than anything in the world,9,2,22.2222222222222,i love music,Moderate
CEC1_E001_S09071_L0215,CEC1,CEC1E001,S09071,L0215,would such a document be difficult to trace,8,4,50,would that be difficult to pay,Moderate
CEC1_E001_S09072_L0202,CEC1,CEC1E001,S09072,L0202,i don't believe you to be one,7,0,0,#,Moderate
CEC1_E001_S09073_L0200,CEC1,CEC1E001,S09073,L0200,he spurred the horse into a canter,7,7,100,he spurred the horse into a canter,Moderate
CEC1_E001_S09073_L0240,CEC1,CEC1E001,S09073,L0240,he spurred the horse into a canter,7,7,100,he spurred the horse into a canter ,Mild
CEC1_E001_S09074_L0221,CEC1,CEC1E001,S09074,L0221,there was a bit of silence then,7,3,42.8571428571429,there was a,Moderate
CEC1_E001_S09078_L0202,CEC1,CEC1E001,S09078,L0202,there you have the difference between us and them,9,0,0,#,Moderate
CEC1_E001_S09085_L0202,CEC1,CEC1E001,S09085,L0202,if you could manage to have a look,8,6,75,but he could manage to have a look,Moderate
CEC1_E001_S09086_L0222,CEC1,CEC1E001,S09086,L0222,a shadow falling across the bench was her only warning,10,0,0,#,Moderate
CEC1_E001_S09088_L0212,CEC1,CEC1E001,S09088,L0212,in the meantime keep looking over your shoulder,8,0,0,#,Moderate
CEC1_E001_S09089_L0231,CEC1,CEC1E001,S09089,L0231,it was in fact a classic picnic,7,0,0,the concert ,Mild
CEC1_E001_S09091_L0217,CEC1,CEC1E001,S09091,L0217,i thought it was just like any other party,9,1,11.1111111111111,i,Moderate
CEC1_E001_S09092_L0200,CEC1,CEC1E001,S09092,L0200,you go off now and forget all about it,9,0,0,#,Moderate
CEC1_E001_S09092_L0240,CEC1,CEC1E001,S09092,L0240,you go off now and forget all about it,9,4,44.4444444444444,know from here you'll forget all about it,Mild
CEC1_E001_S09094_L0208,CEC1,CEC1E001,S09094,L0208,you don't ask for much do you mate,8,0,0,present after the match,Moderate
CEC1_E001_S09095_L0227,CEC1,CEC1E001,S09095,L0227,i think i smell them from here,7,6,85.7142857142857,i think i saw them from here,Moderate
CEC1_E001_S09100_L0212,CEC1,CEC1E001,S09100,L0212,i see it like that because it is like that,10,4,40,i see it myself because i've no idea what,Moderate
CEC1_E001_S09100_L0218,CEC1,CEC1E001,S09100,L0218,i see it like that because it is like that,10,3,30,i see it in fact as a in fact,Mild
CEC1_E001_S09101_L0217,CEC1,CEC1E001,S09101,L0217,surely such a creature cannot be of use to us,10,10,100,surely such a creature cannot be of use to us,Moderate
CEC1_E001_S09109_L0209,CEC1,CEC1E001,S09109,L0209,he doesn't like the music i play in my room,10,0,0,what time,Moderate
CEC1_E001_S09111_L0227,CEC1,CEC1E001,S09111,L0227,he's much younger than me of course,7,1,14.2857142857143,cause of,Moderate
CEC1_E001_S09111_L0235,CEC1,CEC1E001,S09111,L0235,he's much younger than me of course,7,7,100,he's much younger than me of course,Mild
CEC1_E001_S09113_L0202,CEC1,CEC1E001,S09113,L0202,she gave a gasp at the insult,7,0,0,#,Moderate
CEC1_E001_S09118_L0243,CEC1,CEC1E001,S09118,L0243,the design process is also more simple too,8,4,50,the design process is most people,Mild
CEC1_E001_S09128_L0240,CEC1,CEC1E001,S09128,L0240,in fact there was not much to choose between them,10,10,100,in fact there was not much to choose between them,Mild
CEC1_E001_S09132_L0236,CEC1,CEC1E001,S09132,L0236,now it is gone she told herself firmly,8,0,0,forces life,Moderately severe
CEC1_E001_S09135_L0224,CEC1,CEC1E001,S09135,L0224,how should i measure up what to buy,8,0,0,#,Moderate
CEC1_E001_S09136_L0224,CEC1,CEC1E001,S09136,L0224,she couldn't let them into her mind,7,0,0,#,Moderate
CEC1_E001_S09137_L0227,CEC1,CEC1E001,S09137,L0227,his tongue left a bead of spittle behind,8,0,0,this,Moderate
CEC1_E001_S09137_L0235,CEC1,CEC1E001,S09137,L0235,his tongue left a bead of spittle behind,8,0,0,this top,Mild
CEC1_E001_S09140_L0212,CEC1,CEC1E001,S09140,L0212,everybody ought to get a bite of the big apple,10,1,10,everybody,Moderate
CEC1_E001_S09142_L0243,CEC1,CEC1E001,S09142,L0243,and what was the reason for it,7,0,0,#,Mild
CEC1_E001_S09144_L0224,CEC1,CEC1E001,S09144,L0224,i knew i didn't want to walk up that beach,10,3,30,i knew i ,Moderate
CEC1_E001_S09148_L0224,CEC1,CEC1E001,S09148,L0224,i do hope he's all right he said,8,0,0,#,Moderate
CEC1_E001_S09152_L0202,CEC1,CEC1E001,S09152,L0202,he was sleepy now he was resting,7,5,71.4285714285714,he was sleeping he was resting,Moderate
CEC1_E001_S09154_L0224,CEC1,CEC1E001,S09154,L0224,they must have a lot of catching up to do,10,0,0,#,Moderate
CEC1_E001_S09156_L0236,CEC1,CEC1E001,S09156,L0236,come and sit here and tell me about yourself,9,8,88.8888888888889,come and set here and tell me about yourself,Moderately severe
CEC1_E001_S09158_L0218,CEC1,CEC1E001,S09158,L0218,victoria met her in the hall saying you look frozen,10,0,0,voice,Mild
CEC1_E001_S09161_L0202,CEC1,CEC1E001,S09161,L0202,there was a bang and a thud,7,3,42.8571428571429,there was a bag beside,Moderate
CEC1_E001_S09164_L0208,CEC1,CEC1E001,S09164,L0208,the second goal should have been stopped too,8,4,50,second should have stopped,Moderate
CEC1_E001_S09168_L0208,CEC1,CEC1E001,S09168,L0208,the quantity equation is true by definition,7,2,28.5714285714286,by definition,Moderate
CEC1_E001_S09168_L0209,CEC1,CEC1E001,S09168,L0209,the quantity equation is true by definition,7,4,57.1428571428571,the quantity of they is by definition,Moderate
CEC1_E001_S09170_L0236,CEC1,CEC1E001,S09170,L0236,no but that doesn't make any difference,7,0,0,#,Moderately severe
CEC1_E001_S09172_L0218,CEC1,CEC1E001,S09172,L0218,for my liking we couldn't go there fast enough,9,0,0,#,Mild
CEC1_E001_S09173_L0231,CEC1,CEC1E001,S09173,L0231,farming is now the second most dangerous industry in britain,10,7,70,farming is now the seventh most dangerous in england ,Mild
CEC1_E001_S09175_L0200,CEC1,CEC1E001,S09175,L0200,it's not easy to talk against the noise,8,6,75,it's not easy to talk against,Moderate
CEC1_E001_S09175_L0240,CEC1,CEC1E001,S09175,L0240,it's not easy to talk against the noise,8,8,100,it's not easy to talk against the noise ,Mild
CEC1_E001_S09177_L0215,CEC1,CEC1E001,S09177,L0215,his mother took a swig of her brandy,8,2,25,his mother ,Moderate
CEC1_E001_S09180_L0217,CEC1,CEC1E001,S09180,L0217,i didn't know about your father about making you work,10,6,60,i didn't know about making me work,Moderate
CEC1_E001_S09181_L0219,CEC1,CEC1E001,S09181,L0219,clever of me to acquire such information don't you agree,10,0,0,#,Moderate
CEC1_E001_S09186_L0217,CEC1,CEC1E001,S09186,L0217,he left the gun where it was,7,3,42.8571428571429,where it was,Moderate
CEC1_E001_S09186_L0236,CEC1,CEC1E001,S09186,L0236,he left the gun where it was,7,6,85.7142857142857,she left the gun where it was,Moderately severe
CEC1_E001_S09188_L0215,CEC1,CEC1E001,S09188,L0215,there will be no need for that,7,0,0,#,Moderate
CEC1_E001_S09191_L0217,CEC1,CEC1E001,S09191,L0217,it is this that we examine in the next section,10,8,80,it was this we examine in the next section,Moderate
CEC1_E001_S09192_L0218,CEC1,CEC1E001,S09192,L0218,her tone was a little more guarded this time,9,7,77.7777777777778,was a little more guarded this time,Mild
CEC1_E001_S09193_L0202,CEC1,CEC1E001,S09193,L0202,it's almost like being in the country,7,0,0,#,Moderate
CEC1_E001_S09196_L0215,CEC1,CEC1E001,S09196,L0215,ah yes there it was quite large and unattached,9,1,11.1111111111111,oh yes,Moderate
CEC1_E001_S09197_L0236,CEC1,CEC1E001,S09197,L0236,already he was inspired by the thought of their fusion,10,6,60,already he was inspired by the,Moderately severe
CEC1_E001_S09198_L0222,CEC1,CEC1E001,S09198,L0222,the only goal came midway through the second half,9,5,55.5555555555556,we are midway through the second half,Moderate
CEC1_E001_S09209_L0231,CEC1,CEC1E001,S09209,L0231,people in love are peculiar that way you know,9,1,11.1111111111111,people allowed to choose ,Mild
CEC1_E001_S09213_L0208,CEC1,CEC1E001,S09213,L0208,if they survive all should be well,7,0,0,#,Moderate
CEC1_E001_S09214_L0200,CEC1,CEC1E001,S09214,L0200,what are you trying to do to me,8,8,100,what are you trying to do to me,Moderate
CEC1_E001_S09218_L0212,CEC1,CEC1E001,S09218,L0212,was she good the policeman went on,7,0,0,#,Moderate
CEC1_E001_S09219_L0243,CEC1,CEC1E001,S09219,L0243,they lay at the top of the hill,8,8,100,they lay at the top of the hill,Mild
CEC1_E001_S09227_L0241,CEC1,CEC1E001,S09227,L0241,roll over and repeat on the other side,8,4,50,roll over and the,Moderate
CEC1_E001_S09228_L0219,CEC1,CEC1E001,S09228,L0219,he thought of himself as a responsible and dependable person,10,7,70,he thought of himself a responsible person,Moderate
CEC1_E001_S09229_L0208,CEC1,CEC1E001,S09229,L0208,we know the truth of the matter,7,0,0,he knows,Moderate
CEC1_E001_S09229_L0209,CEC1,CEC1E001,S09229,L0209,we know the truth of the matter,7,1,14.2857142857143,you notice the this way,Moderate
CEC1_E001_S09231_L0227,CEC1,CEC1E001,S09231,L0227,i wish someone would come along and take me home,10,0,0,#,Moderate
CEC1_E001_S09231_L0241,CEC1,CEC1E001,S09231,L0241,i wish someone would come along and take me home,10,0,0,#,Moderate
CEC1_E001_S09238_L0236,CEC1,CEC1E001,S09238,L0236,one is the effect of technological progress on productivity growth,10,2,20,one of the things is the technical progress and,Moderately severe
CEC1_E001_S09240_L0200,CEC1,CEC1E001,S09240,L0200,a great big strapping man he was,7,0,0,#,Moderate
CEC1_E001_S09242_L0200,CEC1,CEC1E001,S09242,L0200,gin was the first alcohol i ever had,8,6,75,the first alcohol i ever had,Moderate
CEC1_E001_S09243_L0229,CEC1,CEC1E001,S09243,L0229,reality is what is going on under your nose,9,6,66.6666666666667,reality is what is going on up,Mild
CEC1_E001_S09245_L0212,CEC1,CEC1E001,S09245,L0212,when they eventually spoke it was to quarrel,8,0,0,#,Moderate
CEC1_E001_S09246_L0224,CEC1,CEC1E001,S09246,L0224,let me try to explain what i am getting at,10,0,0,#,Moderate
CEC1_E001_S09248_L0201,CEC1,CEC1E001,S09248,L0201,that was the end of that then,7,7,100,that was the end of that then,Mild
CEC1_E001_S09250_L0212,CEC1,CEC1E001,S09250,L0212,no it's nothing to do with him,7,0,0,#,Moderate
CEC1_E001_S09250_L0221,CEC1,CEC1E001,S09250,L0221,no it's nothing to do with him,7,0,0,#,Moderate
CEC1_E001_S09251_L0219,CEC1,CEC1E001,S09251,L0219,often they were just on the edge of being happy,10,0,0,#,Moderate
CEC1_E001_S09251_L0231,CEC1,CEC1E001,S09251,L0231,often they were just on the edge of being happy,10,0,0,#,Mild
CEC1_E001_S09253_L0200,CEC1,CEC1E001,S09253,L0200,she returned to bed and went out like a light,10,0,0,#,Moderate
CEC1_E001_S09255_L0217,CEC1,CEC1E001,S09255,L0217,i don't want to tell you right now,8,2,25,tell you,Moderate
CEC1_E001_S09257_L0217,CEC1,CEC1E001,S09257,L0217,it was five o'clock and dark and cold and wet,10,1,10,wet,Moderate
CEC1_E001_S09258_L0217,CEC1,CEC1E001,S09258,L0217,all of that was so long ago,7,3,42.8571428571429,they were so long ago,Moderate
CEC1_E001_S09259_L0208,CEC1,CEC1E001,S09259,L0208,either mean it or don't do it,7,7,100,either mean it or don't do it,Moderate
CEC1_E001_S09259_L0209,CEC1,CEC1E001,S09259,L0209,either mean it or don't do it,7,4,57.1428571428571,even enit or don't do it,Moderate
CEC1_E001_S09261_L0201,CEC1,CEC1E001,S09261,L0201,i've never known a house with so much roof,9,8,88.8888888888889,i've never known a house with so much,Mild
CEC1_E001_S09265_L0243,CEC1,CEC1E001,S09265,L0243,i think you could consider that a brush off,9,1,11.1111111111111,he was good at that russia ,Mild
CEC1_E001_S09267_L0208,CEC1,CEC1E001,S09267,L0208,about eleven said the man almost unwillingly,7,0,0,stuff,Moderate
CEC1_E001_S09267_L0209,CEC1,CEC1E001,S09267,L0209,about eleven said the man almost unwillingly,7,0,0,imagine that super,Moderate
CEC1_E001_S09270_L0218,CEC1,CEC1E001,S09270,L0218,thought you were our missing best man come at last,10,10,100,i thought you were our missing best man come at last,Mild
CEC1_E001_S09270_L0221,CEC1,CEC1E001,S09270,L0221,thought you were our missing best man come at last,10,10,100,thought you were our missing best man come at last,Moderate
CEC1_E001_S09271_L0212,CEC1,CEC1E001,S09271,L0212,i don't want to go home sir,7,6,85.7142857142857,i don't want to go home,Moderate
CEC1_E001_S09272_L0212,CEC1,CEC1E001,S09272,L0212,i shall suppose it comes to much the same,9,7,77.7777777777778,i shall suppose it comes to much [endpoint],Moderate
CEC1_E001_S09272_L0221,CEC1,CEC1E001,S09272,L0221,i shall suppose it comes to much the same,9,9,100,i shall suppose it comes to much the same,Moderate
CEC1_E001_S09273_L0201,CEC1,CEC1E001,S09273,L0201,she would need a drink soon and food,8,2,25,he would need,Mild
CEC1_E001_S09276_L0200,CEC1,CEC1E001,S09276,L0200,but how did you know about me,7,2,28.5714285714286,how does he know,Moderate
